precinct,category,name,address,neighborhood,phone,website,email,hours,owner,owner_phone,community_friendly,notes
P16,Retail Shop,FIX YOUR KICKS,1140 W THORNDALE AVE 1ST,EDGEWATER,(312) 860-3440,https://fixyourkickschi.com/,,,,,False,
P16,Retail Shop,Fix Your Kicks,1140 West Thorndale Avenue,,(312) 860-3440,https://fixyourkickschi.com/,,,,,False,
P16,Retail Shop,Smile Cleaners,1132 West Thorndale Avenue,,(773) 784-2464,https://smilecleanersservice.com/,,,,,False,
P16,Retail Shop,Thorndale Cleaners & Tailors,1112 West Thorndale Avenue,EDGEWATER,(773) 334-0512,,,,,,False,
P17,Bar/Nightlife,MARIANO'S #8522,5201 N SHERIDAN RD 1ST,EDGEWATER,,,,,,,False,
P17,Grocery/Food Retail,Mariano's Fresh Market,5201 North Sheridan Road,,,https://www.marianos.com/stores/grocery/il/chicago/marianos-edgewater/531/00522,,Mo-Su 06:00-22:00,,,False,
P17,Other Business,ECOATM,5201 N SHERIDAN RD INSIDE MARIANOS0522,EDGEWATER,,,,,,,False,
P17,Restaurant,Foster Beach Concessions,"Chicago, IL 60660",,,,,,,,False,
P17,Restaurant,SADDLE AND CYCLE CLUB,900 W FOSTER AVE 1ST,EDGEWATER,,,,,,,False,
P18,Other Business,Lakeview Pet Care,6030 N SHERIDAN RD  2113,EDGEWATER,,,,,,,False,
P18,Other Business,SAMILA THAI FUSION CUISINE,1045 W GLENLAKE AVE  1,EDGEWATER,,,,,,,False,
P18,Other Business,SHAD HEATING AND COOLING,5820 N KENMORE AVE 8TH 804,EDGEWATER,,,,,,,False,
P18,Other Business,SWELL VIRTUAL ASSISTANCE,5919 N KENMORE AVE 2 2,EDGEWATER,,,,,,,False,
P18,Other Business,Sheridan Village Nursing and Rehabilitation,5838 N SHERIDAN RD,EDGEWATER,,,,,,,False,
P18,Other Business,VLADISLAV TALALAEV,5820 N SHERIDAN RD  406,EDGEWATER,,,,,,,False,
P18,Restaurant/Bar,Creative Coworking LLC,5940 N SHERIDAN RD 1,EDGEWATER,,,,,,,False,
P19,Beauty/Salon,SEXY NAILS SPA,5322 N BROADWAY  1,EDGEWATER,,,,,,,False,
P19,Cafe,STARBUCKS COFFEE #62850,5244 N BROADWAY,EDGEWATER,(773) 819-6246,https://www.starbucks.com/store-locator/store/1030537/broadway-and-berwyn-5244-n-broadway-st-chicago-il-606402304-us,,"Mo-Fr 04:30-20:00; Sa,Su 05:00-20:00",,,False,
P19,Cafe,Starbucks,5244 North Broadway,EDGEWATER,(773) 819-6246,https://www.starbucks.com/store-locator/store/1030537/broadway-and-berwyn-5244-n-broadway-st-chicago-il-606402304-us,,"Mo-Fr 04:30-20:00; Sa,Su 05:00-20:00",,,False,
P19,Cafe,THE LOST HOURS COFFEE SHOP,5256 N BROADWAY  1ST,EDGEWATER,,https://www.the-lost-hours.com/,thelosthourscoffeeshop@gmail.com,Mo-Sa 06:30-15:30; Su 07:30-15:30,,,False,
P19,Doctor Office,Advocate Medical Group,5304 North Broadway,,(773) 784-2822,https://www.advocatehealth.com/locations/internal-medicine-chicago-broadway-ave,,"Mo,Tu,Th 08:30-18:00; We,Fr 08:30-17:00; Sa 08:00-13:00; Su 09:00-13:00",,,False,
P19,Doctor Office,Endeavor Health - Immediate Care,5238 North Broadway,,(224) 364-2273,https://www.endeavorhealth.org/locations/immediate-care-chicago-broadway-square,,Mo-Fr 09:00-18:45; Sa-Su 08:00-16:45,,,False,
P19,Financial,Bank of America,5308 North Broadway,,,https://locators.bankofamerica.com/il/chicago/atm-chicago-110588.html,,,,,False,
P19,Financial,Byline Bank,5342 North Broadway,,,,,Mo-Fr 09:00-17:00; Sa 09:00-13:00,,,False,
P19,Gym/Fitness,LPM FITNESS LLC,1209 W BRYN MAWR AVE 1,EDGEWATER,,,,,,,False,
P19,Gym/Fitness,SB FITNESS & WELLNESS LLC,1205 W BALMORAL AVE,EDGEWATER,,,,,,,False,
P19,Laundromat/Dry Cleaner,NEW STYLE MEN'S WEAR & CLEANERS,5546 N BROADWAY,EDGEWATER,,,,,,,False,
P19,Office,State Farm,"Chicago, IL 60660",,,,,,,,False,
P19,Other Business,"All American Village Nursing and Rehabilitation center, LLC",5448 N BROADWAY   1-4,EDGEWATER,,,,,,,False,
P19,Other Business,CHICAGOLAND GAME -THE DICE,5550-5552 N BROADWAY  1,EDGEWATER,,,,,,,False,
P19,Other Business,Edgewater Pottery,1207 W BERWYN AVE,EDGEWATER,,,,,,,False,
P19,Other Business,"HELP AT HOME, LLC",5250 N BROADWAY,EDGEWATER,,,,,,,False,
P19,Other Business,LYNN LITWIN LIMITED,5517 N LAKEWOOD AVE 1,ANDERSONVILLE,,,,,,,False,
P19,Other Business,PALMAR EXPRESS,5356 N BROADWAY  1ST,EDGEWATER,,,,,,,False,
P19,Other Business,"PHOENIX BEAN, LLC",5438 N BROADWAY  1,EDGEWATER,,,,,,,False,
P19,Other Business,ST. ITA CATHOLIC CHURCH,1220 W CATALPA AVE,EDGEWATER,,,,,,,False,
P19,Other Business,"THE-CAPACITOR, LLC",5530 N BROADWAY,EDGEWATER,,,,,,,False,
P19,Other Business,The Greener Cleaner,5312 N BROADWAY  STREET,EDGEWATER,,,,,,,False,
P19,Other Business,Wolfson Design Build,5319 N LAKEWOOD AVE,ANDERSONVILLE,,,,,,,False,
P19,Other Business,ZIRLIN INTERIORS INC,5540 N BROADWAY  1ST,EDGEWATER,,,,,,,False,
P19,Pet Services/Vet,"PETSMART, Inc. #2524",5210 N BROADWAY  1,EDGEWATER,,,,,,,False,
P19,Restaurant,BUFFALO WILD WINGS,5316 N BROADWAY,EDGEWATER,(872) 713-7755,https://www.buffalowildwings.com/locations/us/il/chicago/5316-n--broadway/sports-bar-1904/,,Mo-Su 10:00-02:00,,,False,
P19,Restaurant,CHIPOTLE MEXICAN GRILL,5224 N BROADWAY   102,EDGEWATER,,,,,,,False,
P19,Restaurant,Chipotle,5224 North Broadway,,(773) 878-1132,https://locations.chipotle.com/il/chicago/5224-n-broadway-st,,10:45-23:00,,,False,
P19,Restaurant,EDGEWATER TACO PROS,5310 N BROADWAY,EDGEWATER,,,,,,,False,
P19,Restaurant,Herb Restaurant,5424 North Broadway,,(773) 944-9050,https://www.herbrestaurant.com/,,We-Th 17:30-21:00; Fr-Sa 17:30-21:30; Su 17:30-21:00,,,False,
P19,Restaurant,JIN THAI CUISINE,5458 N BROADWAY AVE 1 1,EDGEWATER,(773) 681-0555,https://www.jinthaicuisine.com/,,Mo 11:30-21:00; We-Su 11:30-21:00,,,False,
P19,Restaurant,Jin Thai Cuisine,"Chicago, IL 60660",,(773) 681-0555,https://www.jinthaicuisine.com/,,Mo 11:30-21:00; We-Su 11:30-21:00,,,False,
P19,Restaurant,Little Caesers,"Chicago, IL 60660",,(773) 644-4688,https://littlecaesars.com/en-us/,,Mo-Th 10:00-23:00; Fr-Sa 10:00-00:00; Su 10:00-23:00,,,False,
P19,Restaurant,PHOENIX SOY LLC,5426 N BROADWAY  1ST,EDGEWATER,,,,,,,False,
P19,Restaurant,Panera Bread,5320 North Broadway,EDGEWATER,(773) 644-5651,https://www.panerabread.com/en-us/cafe/locations/il/chicago/5320-north-broadway,,Mo-Su 10:00-21:00,,,False,
P19,Restaurant,Panera Bread #7019,5320 N BROADWAY,EDGEWATER,(773) 644-5651,https://www.panerabread.com/en-us/cafe/locations/il/chicago/5320-north-broadway,,Mo-Su 10:00-21:00,,,False,
P19,Restaurant,Pizzeria Aroma,"Chicago, IL 60660",,(773) 769-4900,https://pizzeriaaroma.com/,pizzeriaaroma@GMAIL.COM,Mo-Th 11:30-22:00; Fr-Sa 11:30-22:30; Su 11:30-22:00,,,False,
P19,Restaurant,SUBWAY SANDWICH & SALAD,5324 N BROADWAY,EDGEWATER,(773) 784-7827,https://restaurants.subway.com/united-states/il/chicago/5324-n-broadway,,Mo-Su 07:00-21:00,,,False,
P19,Restaurant,Subway,5324 North Broadway,EDGEWATER,(773) 784-7827,https://restaurants.subway.com/united-states/il/chicago/5324-n-broadway,,Mo-Su 07:00-21:00,,,False,
P19,Restaurant,Taco Pros,"Chicago, IL 60660",,(224) 814-0200,https://tacopros.com/,contact@tacopros.com,Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 10:00-22:00,,,False,
P19,Restaurant,Tesfa Ethiopian Cuisine,5352 North Broadway,EDGEWATER,(312) 698-4481,https://www.tesfacuisine.com/,tesfa.ec@gmail.com,Mo-Th 16:00-21:00; Fr 16:00-22:00; Sa 11:00-22:00; Su 11:00-20:00,,,False,
P19,Restaurant/Bar,HERB RESTAURANT,5422-5424 N BROADWAY  1ST,EDGEWATER,(773) 944-9050,https://www.herbrestaurant.com/,,We-Th 17:30-21:00; Fr-Sa 17:30-21:30; Su 17:30-21:00,,,False,
P19,Restaurant/Bar,PIZZERIA AROMA,5350 N BROADWAY  1,EDGEWATER,(773) 769-4900,https://pizzeriaaroma.com/,pizzeriaaroma@GMAIL.COM,Mo-Th 11:30-22:00; Fr-Sa 11:30-22:30; Su 11:30-22:00,,,False,
P19,Retail Shop,BOOST MOBILE,5556 N BROADWAY,EDGEWATER,,,,,,,False,
P19,Retail Shop,Boost Mobile,"Chicago, IL 60660",,,,,,,,False,
P19,Retail Shop,Chicagoland Games Dice Dojo,5550 North Broadway,,(773) 728-3656,https://chicagolandgames.com/,staff@chicagolandgames.com,Mo-Sa 10:00-00:00; Su 10:00-22:00; Tu 10:00-22:00,,,False,
P19,Retail Shop,IGOR DOES MY BIKE,5454 N BROADWAY  1,EDGEWATER,(773) 968-2453,https://www.igordoesmybike.com/,info@igordoesmybike.com,Tu-Fr 11:00-18:00; Sa-Su 11:00-17:00,,,False,
P19,Retail Shop,Igor Does My Bike,"Chicago, IL 60660",,(773) 968-2453,https://www.igordoesmybike.com/,info@igordoesmybike.com,Tu-Fr 11:00-18:00; Sa-Su 11:00-17:00,,,False,
P19,Retail Shop,Mattress Firm,5232 North Broadway,,(773) 989-7232,https://www.mattressfirm.com/en-us/stores/il/chicago/119138/,,Mo-Sa 10:00-20:00; Su 11:00-18:00,,,False,
P19,Retail Shop,PetSmart,5210 North Broadway,,(773) 250-0201,https://www.petsmart.com/stores/us/il/chicago-store2524.html,,Mo-Sa 09:00-20:00; Su 10:00-19:00,,,False,
P20,Other Business,Standard Parking,5455 N SHERIDAN RD,EDGEWATER,,,,,,,False,
P21,Auto Services,LUU'S AUTO BODY,1125 W FOSTER AVE  REAR,UPTOWN,,,,,,,False,
P21,Auto Services,"TURBO AUTO REPAIR & BODY SERVICE, INC.",1127-1133 W FOSTER AVE 1S,UPTOWN,,,,,,,False,
P21,Bar/Nightlife,FOREMOST LIQUORS,1040 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Bar/Nightlife,Hops & Grapes #3,1025-1027 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Beauty/Salon,ADVANCED ESTHETICS BEAUTY FOREVER,4945 N BROADWAY   1,UPTOWN,,,,,,,False,
P21,Beauty/Salon,Helen’s Beauty Salon,"Chicago, IL 60660",,,,,,,,False,
P21,Beauty/Salon,LYNAMY BEAUTY SUPPLY,4917 N BROADWAY   1ST,UPTOWN,,,,,,,False,
P21,Beauty/Salon,LYNAMY BEAUTY SUPPLY,4925 N BROADWAY    G,UPTOWN,,,,,,,False,
P21,Beauty/Salon,Lynamy Beauty Supply,4925 N BROADWAY    C,UPTOWN,,,,,,,False,
P21,Beauty/Salon,Orlando Salon and Beauty Supply,5125 North Broadway,,,,,,,,False,
P21,Beauty/Salon,QUEEN BEAUTY SALON,4939 N BROADWAY  1,UPTOWN,,,,,,,False,
P21,Beauty/Salon,Queen,"Chicago, IL 60660",,,,,,,,False,
P21,Beauty/Salon,SALON M ON ARGYLE,1059 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Beauty/Salon,Salon M,"Chicago, IL 60660",,,,,,,,False,
P21,Beauty/Salon,Shiseido,"Chicago, IL 60660",,,,,,,,False,
P21,Beauty/Salon,Spa Nail Supply,"Chicago, IL 60660",,,,,Su-Fr 09:00-18:00,,,False,
P21,Beauty/Salon,TINA BEAUTY SALON,4947 N BROADWAY  1,UPTOWN,,,,,,,False,
P21,Beauty/Salon,Tiny,"Chicago, IL 60660",,,,,,,,False,
P21,Cafe,CAFE HOANG,1063-1065 W ARGYLE ST 1,UPTOWN,,,,,,,False,
P21,Cafe,CHIU QUON BAKERY,1127 W ARGYLE ST 1,UPTOWN,(773) 907-8888,http://chiuquonbakery.com/,,08:00-18:00; Tu Off,,,False,
P21,Cafe,FIRST SIP CAFE,1057 W ARGYLE ST,UPTOWN,,https://www.firstsip.cafe/,,,,,False,
P21,Cafe,HONEYMOON CAFE INC,1138 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Cafe,Uni Uni,1130 West Argyle Street,,,,,,,,False,
P21,Cultural/Tourism,Argyle-O-Rama,"Chicago, IL 60660",,,https://www.transitchicago.com/art/argyle/,,,,,False,
P21,Cultural/Tourism,Cornucopia,"Chicago, IL 60660",,,https://www.transitchicago.com/art/argyle/,,,,,False,
P21,Cultural/Tourism,Vietnam,"Chicago, IL 60660",,,,,,,,False,
P21,Doctor Office,Lau Medical,"Chicago, IL 60660",,,,,,,,False,
P21,Doctor Office,Mini Thương Xá,"Chicago, IL 60660",,,,,,,,False,
P21,Financial,International Bank of Chicago,5069 North Broadway,,,https://www.inbk.com/,,,,,False,
P21,Gas Station,National Car Wash,4900 North Broadway,,,,,,,,False,
P21,Grocery/Food Retail,"ARGYLE GROCERY, INC.",1131 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Grocery/Food Retail,Argyle Store,"Chicago, IL 60660",,,,,,,,False,
P21,Grocery/Food Retail,Chiu Quon Bakery,1127 West Argyle Street,,(773) 907-8888,http://chiuquonbakery.com/,,08:00-18:00; Tu Off,,,False,
P21,Grocery/Food Retail,HOA MY MARKET,1123 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Grocery/Food Retail,Hong Xuong Bakery,1139 West Argyle Street,,(773) 878-2888,,,,,,False,
P21,Grocery/Food Retail,J&A Convenience Store,"Chicago, IL 60660",,,,,,,,False,
P21,Grocery/Food Retail,La Pâtisserie P,1050 West Argyle Street,,(773) 878-3226,http://www.lapatisseriepbakery.com/,,,,,False,
P21,Grocery/Food Retail,Lucks Food,"Chicago, IL 60660",,,,,,,,False,
P21,Grocery/Food Retail,OLD WORLD MARKET,5129-5135 N BROADWAY,UPTOWN,(773) 989-4440,https://www.oldworldmarket.com/,,"Mo-Th 07:00-19:00, Fr-Su 06:00-19:00",,,False,
P21,Grocery/Food Retail,Old World Market,5129 North Broadway,,(773) 989-4440,https://www.oldworldmarket.com/,,"Mo-Th 07:00-19:00, Fr-Su 06:00-19:00",,,False,
P21,Grocery/Food Retail,Tai Nam Market,4925 North Broadway,,(773) 275-5666,http://www.tainammarket.com/,,Mo-Su 09:00-20:00,,,False,
P21,Grocery/Food Retail,Tiệm Tạp Hóa Việt Hoa,1051 West Argyle Street,,,,,,,,False,
P21,Healthcare/Medical,Rush Physical Therapy,5151 N BROADWAY    108,UPTOWN,,,,,,,False,
P21,Liquor Store,Foremost Liquors,1040 West Argyle Street,,,,,,,,False,
P21,Office,CPA and Associates,"Chicago, IL 60660",,,,,,,,False,
P21,Office,JERE,"Chicago, IL 60660",,,,,,,,False,
P21,Other Business,ASIAN CONNECTION,1110 W ARGYLE ST GROUND,UPTOWN,,,,,,,False,
P21,Other Business,CHICAGO PARKING SOLUTIONS,5126 N KENMORE AVE,UPTOWN,,,,,,,False,
P21,Other Business,COMPLETE CARE AT MARGATE PARK,4920 N KENMORE AVE LL-6,UPTOWN,,,,,,,False,
P21,Other Business,DIEN DAN CHICAGO,4947 N BROADWAY,UPTOWN,,,,,,,False,
P21,Other Business,DIGIDUH SOLUTIONS LLC,5043 N WINTHROP AVE,UPTOWN,,,,,,,False,
P21,Other Business,HIEP LOI GIFT & FURNITURE INC,1125 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Other Business,J & S COSMETIC STORE,1133 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Other Business,KIM HUOT GIFTS & CLOTH,1054 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Other Business,Kim Huot Jewelry Co,1046 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Other Business,LUCKY STONE BOOKKEEPING,5114 N KENMORE AVE  1S,UPTOWN,,,,,,,False,
P21,Other Business,MILES CHAFFER,5120 N KENMORE AVE 3N,UPTOWN,,,,,,,False,
P21,Other Business,MYVIET SHIPPING,1056 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Other Business,OFFICE OF CPA & ASSOCIATES LTD,1023 1/2 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Other Business,PRINAJ CARGO & TRAVEL,5125 N BROADWAY  1 A,UPTOWN,,,,,,,False,
P21,Other Business,STANDARD PARKING,5017-5035 N WINTHROP AVE,UPTOWN,,,,,,,False,
P21,Other Business,Serge Abellard,5133 N WINTHROP AVE  APT 3A,UPTOWN,,,,,,,False,
P21,Other Business,TAI NAM CORPORATION,4917 N BROADWAY,UPTOWN,,,,,,,False,
P21,Other Business,TAILORED MAGIC,4956 N SHERIDAN RD 1,UPTOWN,,,,,,,False,
P21,Other Business,TAN THANH BOOK & GIFT CO,1135 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Other Business,TRE SPA INC.,4928 N BROADWAY  1,UPTOWN,,,,,,,False,
P21,Other Business,The Thresholds,4940 N WINTHROP AVE,UPTOWN,,,,,,,False,
P21,Restaurant,Chinese Lanterns,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,DANANG KITCHEN,1019 1/2 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Restaurant,"DOUBLE HAPPINESS ENTERPRISES, INC.",1061 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Restaurant,Double Happiness,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,GUSTOS FOOD AND SWEETS,1046 1/2 W ARGYLE ST 1,UPTOWN,,,,,,,False,
P21,Restaurant,HAIBAYO,1132 W ARGYLE ST 1,UPTOWN,,,,,,,False,
P21,Restaurant,HONG HIEP MOBILE,1126 W ARGYLE ST 1ST,UPTOWN,(773) 334-8831,,,,,,False,
P21,Restaurant,Hon Kee Restaurant,"Chicago, IL 60660",,(773) 878-6650,,,We-Mo 09:00-21:00,,,False,
P21,Restaurant,Hải Yến,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,ICE STATION,1130 W ARGYLE ST 1,UPTOWN,,,,,,,False,
P21,Restaurant,Immm,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,J & A CONVENIENT STORE,1108 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Restaurant,LA PATISSERIE P,1050  -01052 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Restaurant,Lê’s Phở,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,MCDONALDS,5130 N SHERIDAN RD  1,UPTOWN,,,,,,,False,
P21,Restaurant,McDonald's,5130 North Sheridan Road,,(773) 275-9035,https://www.mcdonalds.com/us/en-us/location/4588.html,,05:00-24:00,,,False,
P21,Restaurant,Miss Saigon,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,Miss Saigon,1129 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Restaurant,New Chinatown Restaurant & Coffee Shop,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,PHO 888,1137 W ARGYLE ST 1,UPTOWN,,,,,,,False,
P21,Restaurant,PHO LOAN RESTAURANT,1114 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Restaurant,Pho 777 Restaurant,1104-1106 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Restaurant,Phở 777,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,Phở 888,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,Phở Loan,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,Phở Việt,"Chicago, IL 60660",,,,,"Mo-We,Fr 10:00-21:00; Sa,Su 09:30-21:00",,,False,
P21,Restaurant,Phở Xe Lửa,"Chicago, IL 60660",,,,,,,,False,
P21,Restaurant,Phở Xe Tăng (Tank Noodle),4953 North Broadway,,(773) 878-2253,https://www.tank-noodle.com/,,,,,False,
P21,Restaurant,Sun Wah Bar-B-Que,5041 North Broadway,,(773) 769-1254,https://sunwahbbq.com/,,Su-We 09:00-21:00; Fr-Sa 09:00-22:00,,,False,
P21,Restaurant,TAI NAM CORPORATION,4925 N BROADWAY,UPTOWN,(773) 784-5399,https://www.thaipastry.com/,,,,,False,
P21,Restaurant,TANK NOODLE PHO XE TANG,4953 - 4955 N BROADWAY  1ST,UPTOWN,,,,,,,False,
P21,Restaurant,THAI PASTRY,1113-1115 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Restaurant,TURKISH DONER,1007 W ARGYLE ST 1,UPTOWN,,,,,,,False,
P21,Restaurant,Thai Pastry Cafe and Restaurant,1113 West Argyle Street,,,,,,,,False,
P21,Restaurant,Thai Pastry Restaurant,4925 North Broadway,,(773) 784-5399,https://www.thaipastry.com/,,,,,False,
P21,Restaurant,VIET HOA PLAZA,1051 W ARGYLE ST  1,UPTOWN,,,,,,,False,
P21,Restaurant,VINH HOA INCORPORATED,1142 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Restaurant,YOOYEE,4925 N BROADWAY   E,UPTOWN,,,,,,,False,
P21,Restaurant,YooYee,4925 North Broadway,,(773) 754-0455,https://YooYee - Chinese restaurant | Online Order | Chicago | IL https://share.google/K2bGv6VIxmveTZDI3,,"Mo-Su 11:30-21:30, 11:30-22:30",,,False,
P21,Restaurant,mia and more,4925 N BROADWAY    D,UPTOWN,,,,,,,False,
P21,Restaurant/Bar,FURAMA RESTAURANT INC,4936 N BROADWAY,UPTOWN,,,,,,,False,
P21,Restaurant/Bar,HAI YEN,1055 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Restaurant/Bar,HON KEE BBQ & SEAFOOD RESTAURANT INC,5009 N WINTHROP AVE,UPTOWN,,,,,,,False,
P21,Restaurant/Bar,PHO VIET,4941 N BROADWAY  1,UPTOWN,,,,,,,False,
P21,Restaurant/Bar,RAKKAN RAMEN,4926 N BROADWAY,UPTOWN,,,,,,,False,
P21,Restaurant/Bar,TIMELINE THEATRE COMPANY,5035 N BROADWAY  1-5,UPTOWN,,,,,,,False,
P21,Retail Shop,A Touch of China,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,DOLLAR DEPOT,1017 W ARGYLE ST,UPTOWN,,,,,,,False,
P21,Retail Shop,Dollar Depot,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,HENG HENG JEWELRY,1058 W ARGYLE ST 1,UPTOWN,,,,,,,False,
P21,Retail Shop,Heng Heng Jewelry,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Hoang Kim Jewelry,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Hong Hiep Mobile,1126 West Argyle Street,,(773) 334-8831,,,,,,False,
P21,Retail Shop,Hong Kong Beauty Supply,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Khô Bò,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Kim Hing Jewelry,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Kim Long,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Kim Video,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Phnom Penh Jewelry,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,QIDEAS,1134 W ARGYLE ST 1ST,UPTOWN,,,,,,,False,
P21,Retail Shop,Qideas,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Tiệm Thuốc Bắc Vĩnh Hoa,"Chicago, IL 60660",,,,,,,,False,
P21,Retail Shop,Tân-Thanh Gift Shop,"Chicago, IL 60660",,,,,,,,False,
P21,Tobacco/Vape Shop,BROADWAY WASH,4900-4916 N BROADWAY,UPTOWN,,,,,,,False,
P23,Beauty/Salon,SALON 929,929 W FOSTER AVE 1,UPTOWN,,,,,,,False,
P23,Healthcare Specialist,Doctors of Physical Therapy,"Chicago, IL 60660",,,,,,,,False,
P23,Other Business,GENITOPHOTO,5100 N MARINE DR 16TH H,UPTOWN,,,,,,,False,
P23,Other Business,MICHAEL ALEXANDER RAFFERTY,930 W WINONA ST  507,UPTOWN,,,,,,,False,
P23,Other Business,MUTUAL GROUND MEDIATION,912 W WINONA ST 3 3E,UPTOWN,,,,,,,False,
P23,Other Business,THE ADMIRAL AT THE LAKE,933-943 W FOSTER AVE 7-12 1,UPTOWN,,,,,,,False,
P23,Restaurant,THE ADMIRAL AT THE LAKE,929 W FOSTER AVE 1,UPTOWN,,,,,,,False,
P24,Cultural/Tourism,Carved Stumps,"Chicago, IL 60660",,,,,,,,False,
P24,Other Business,ATLASPRIMEGOODS LLC,4970 N MARINE DR 14TH 1424,,,,,,,,False,
P24,Other Business,CONFIDENT HOME,5030 N MARINE DR 26TH 2611,UPTOWN,,,,,,,False,
P24,Other Business,DAVE JOHN LLC,4920 N MARINE DR 2 203,UPTOWN,,,,,,,False,
P24,Other Business,G.D PAINTING & DECORATING,5030 N MARINE DR 14TH 1405,UPTOWN,,,,,,,False,
P24,Other Business,HERE 2 CLEAN,4980 N MARINE DR 7TH 733,,,,,,,,False,
P24,Other Business,MICHAEL COLEMAN,4945 N SHERIDAN RD  1204,UPTOWN,,,,,,,False,
P24,Other Business,NOBLE PRO PAINTING,857 W MARGATE TER 3RD 3,UPTOWN,,,,,,,False,
P24,Other Business,TAYLOR-MADE CONSTRUCTIONS,5030 N MARINE DR  2112,UPTOWN,,,,,,,False,
P24,Other Business,TBN STRATEGY,4970 N MARINE DR 14 1427,,,,,,,,False,
P24,Retail Shop,Bike Rentals,"Chicago, IL 60660",,,,,,,,False,
P24,Retail Shop,Get A Grip Trapeze School,"Chicago, IL 60660",,,https://chicago.trapezeschool.com,,,,,False,
P25,Auto Services,NORTH SHORE AUTO REBUILDERS,6250-6254 N BROADWAY,EDGEWATER,,,,,,,False,
P25,Auto Services,NORTH SHORE AUTO SERVICE INC,6240 N BROADWAY   1,EDGEWATER,,,,,,,False,
P25,Bar/Nightlife,SOVEREIGN LIQUORS,6202 N BROADWAY  1ST,EDGEWATER,(773) 274-0057,,,,,,False,
P25,Bar/Nightlife,Sovereign Liquors,6202 North Broadway,,(773) 274-0057,,,,,,False,
P25,Beauty/Salon,GLAMOUR NAILS,6234 N BROADWAY  1,EDGEWATER,,,,,,,False,
P25,Beauty/Salon,ILLUSSION OF BEAUTY,1208 W GRANVILLE AVE 1,EDGEWATER,,,,,,,False,
P25,Beauty/Salon,SOPHISTICATE BEAUTY STUDIO,1337 W DEVON AVE,EDGEWATER,,,,,,,False,
P25,Cafe,RIVERS AND ROADS CAFE,1259 W DEVON AVE 1,EDGEWATER,,,,,,,False,
P25,Cafe,Rivers & Roads,1259 West Devon Avenue,,(773) 807-2109,https://riversandroadsprovisions.com/,,,,,False,
P25,Cafe,STABUCKS COFFEE #19283,6350 N BROADWAY  1 1,EDGEWATER,,,,,,,False,
P25,Cafe,Starbucks,6350 North Broadway,,(773) 274-2638,https://www.starbucks.com/store-locator/store/1006011/broadway-devon-6350-north-broadway-chicago-il-606601402-us,,,,,False,
P25,Cafe,TBaar - Chicago,1223 West Devon Avenue,,,,,Mo-Su 11:30-21:00,,,False,
P25,Healthcare Specialist,Athletico Physical Therapy,1325 West Devon Avenue,,,,,,,,False,
